Department (en),Learner Province (en),Date,Course Code,Course Title (en),Offering Delivery Type (en),Offering Language,Registration No Show Flag,Registration Status (en),Offering Status,Instructor Name
Office of the Auditor General of Canada,Ontario_NCR,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Unknown
Office of the Auditor General of Canada,Ontario_NCR,2020-09-14 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Confirmed,Delivered - Normal,"Elizabeth McKeown, Felicity Mulgan"
Office of the Auditor General of Canada,Ontario_NCR,2020-09-21 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,French/Français,0,Cancelled,Delivered - Normal,"Daniel Richer, Jean-Marc Dupont"
Office of the Chief Electoral Officer,Manitoba,2020-08-18 0:00,I633,Agile Project Scheduling and Monitoring (I633),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Office of the Chief Electoral Officer,Ontario_NCR,2020-08-27 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Cancelled,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
Office of the Chief Electoral Officer,Québec_NCR,2020-07-20 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,French/Français,0,Confirmed,Delivered - Normal,"Daniel Richer, Richard Landry"
Office of the Chief Electoral Officer,Québec_NCR,2020-09-21 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,French/Français,0,Confirmed,Delivered - Normal,"Daniel Richer, Jean-Marc Dupont"
Office of the Chief Electoral Officer,Québec_NCR,2020-09-21 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Cancelled,N/a,Unknown
Office of the Commissioner of Official Languages,Québec_NCR,2020-11-09 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Isa David
Office of the Director of Public Prosecutions,British Columbia,2020-11-06 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Richard Landry
Office of the Privacy Commissioner of Canada,Québec_NCR,2020-10-19 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Jean-Marc Dupont
Office of the Superintendent of Financial Institutions,British Columbia,2020-09-23 0:00,I633,Agile Project Scheduling and Monitoring (I633),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Office of the Superintendent of Financial Institutions,Ontario,2020-09-11 0:00,I502,Best Practices for Digital Transformation (I502),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Office of the Superintendent of Financial Institutions,Ontario,2020-09-11 0:00,I519,Exploring Data Visualization (I519),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Office of the Superintendent of Financial Institutions,Ontario,2020-09-11 0:00,I610,Achieving Customer-centric Design with User Personas (I610),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Office of the Superintendent of Financial Institutions,Ontario,2020-09-11 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Office of the Superintendent of Financial Institutions,Ontario,2020-09-11 0:00,I634,Cultivating Cross-functional Team Collaboration (I634),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Office of the Superintendent of Financial Institutions,Ontario,2020-10-09 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Richard Landry
Office of the Superintendent of Financial Institutions,Ontario,2020-10-30 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Richard Landry
Office of the Superintendent of Financial Institutions,Ontario_NCR,2020-10-21 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Jean-Marc Dupont
Parks Canada Agency,Alberta,2020-09-08 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Delivered - Normal,Jean-Marc Dupont
Parks Canada Agency,Alberta,2020-12-02 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Richard Landry
Parks Canada Agency,British Columbia,2020-09-08 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,1,Cancelled,Delivered - Normal,Jean-Marc Dupont
Parks Canada Agency,Manitoba,2020-10-09 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Richard Landry
Parks Canada Agency,Ontario,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Unknown
Parks Canada Agency,Ontario,2020-09-17 0:00,I502,Best Practices for Digital Transformation (I502),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Parks Canada Agency,Ontario,2020-10-13 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Jean-Marc Dupont
Parks Canada Agency,Ontario,2020-10-19 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Jean-Marc Dupont
Parks Canada Agency,Quebec,2020-09-22 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Parks Canada Agency,Québec_NCR,2020-08-06 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Confirmed,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
Parks Canada Agency,Québec_NCR,2020-08-19 0:00,I503,Agile Project Planning (I503),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Parks Canada Agency,Québec_NCR,2020-09-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Français,0,Confirmed,Delivered - Normal,Isa David
Parks Canada Agency,Québec_NCR,2020-09-22 0:00,I633,Agile Project Scheduling and Monitoring (I633),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Parks Canada Agency,Québec_NCR,2020-09-23 0:00,I503,Agile Project Planning (I503),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Parks Canada Agency,Québec_NCR,2020-09-30 0:00,I501,Discover Digital for Executives Module #4 - Share your learning experience: Peer Connect (I501),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Richard Landry
Parks Canada Agency,Québec_NCR,2020-10-19 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Jean-Marc Dupont
Parks Canada Agency,Québec_NCR,2020-11-18 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Isa David
Parks Canada Agency,Yukon,2020-10-21 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Jean-Marc Dupont
Privy Council Office,NCR/RCN,2020-08-19 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Privy Council Office,Ontario_NCR,2020-07-29 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Confirmed,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
Privy Council Office,Ontario_NCR,2020-09-11 0:00,I520,Big Data Fundamentals (I520),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Privy Council Office,Ontario_NCR,2020-09-25 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,"Daniel Richer, Jean-Marc Dupont"
Public Health Agency of Canada,Manitoba,2020-09-18 0:00,I503,Agile Project Planning (I503),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Health Agency of Canada,Manitoba,2020-09-18 0:00,I632,Agile Principles and Methodologies (I632),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Health Agency of Canada,Manitoba,2020-09-21 0:00,I633,Agile Project Scheduling and Monitoring (I633),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Health Agency of Canada,Manitoba,2020-09-22 0:00,I638,The Essential Role of the Agile Product Owner (I638),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Health Agency of Canada,NCR/RCN,2020-07-17 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Confirmed,Delivered - Normal,"Elizabeth McKeown, Richard Landry"
Public Health Agency of Canada,Ontario,2020-09-23 0:00,I637,Reaching Efficient Solutions w Computational Thinking (I637),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Health Agency of Canada,Ontario_NCR,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Unknown
Public Health Agency of Canada,Ontario_NCR,2020-07-09 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Confirmed,Delivered - Normal,Elizabeth McKeown
Public Health Agency of Canada,Ontario_NCR,2020-08-20 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Health Agency of Canada,Ontario_NCR,2020-10-19 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Jean-Marc Dupont
Public Health Agency of Canada,Ontario_NCR,2020-11-09 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Isa David
Public Health Agency of Canada,Ontario_NCR,2020-11-16 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Jean-Marc Dupont
Public Health Agency of Canada,Québec_NCR,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Cancelled,Open - Normal,Unknown
Public Health Agency of Canada,Québec_NCR,2020-09-23 0:00,I503,Agile Project Planning (I503),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Health Agency of Canada,Québec_NCR,2020-09-23 0:00,I557,Developing and Supporting an Agile Mind-set (I557),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Health Agency of Canada,Québec_NCR,2020-09-23 0:00,I558,Agile Stakeholder Engagement and Team Development (I558),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Health Agency of Canada,Québec_NCR,2020-09-23 0:00,I632,Agile Principles and Methodologies (I632),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Health Agency of Canada,Québec_NCR,2020-09-23 0:00,I633,Agile Project Scheduling and Monitoring (I633),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Health Agency of Canada,Québec_NCR,2020-09-23 0:00,I635,Cultivating Enterprise Agile (I635),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Health Agency of Canada,Québec_NCR,2020-12-07 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Isa David
Public Service Commission,Ontario,2020-10-05 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Unknown
Public Service Commission,Ontario_NCR,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Unknown
Public Service Commission,Quebec,2020-09-08 0:00,I520,Big Data Fundamentals (I520),Online - Self-paced,French/Français,0,Confirmed,N/a,Unknown
Public Service Commission,Quebec,2020-09-15 0:00,I602,Digital in Practice (I602),Virtual Classroom,French/Français,0,Confirmed,Delivered - Normal,Isa David
Public Service Commission,Quebec,2020-09-21 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Service Commission,Québec_NCR,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Cancelled,Open - Normal,Unknown
Public Service Commission,Québec_NCR,2020-07-06 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Unknown
Public Service Commission,Québec_NCR,2020-09-14 0:00,I519,Exploring Data Visualization (I519),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Service Commission,Québec_NCR,2020-09-17 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Cancelled,N/a,Unknown
Public Service Commission,Québec_NCR,2020-09-17 0:00,I634,Cultivating Cross-functional Team Collaboration (I634),Online - Self-paced,English/Anglais,0,Cancelled,N/a,Unknown
Public Service Commission,Québec_NCR,2020-09-18 0:00,I558,Agile Stakeholder Engagement and Team Development (I558),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Service Commission,Québec_NCR,2020-09-18 0:00,I605,Building a Culture of Design Thinking (I605),Online - Self-paced,English/Anglais,0,Cancelled,N/a,Unknown
Public Service Commission,Québec_NCR,2020-09-18 0:00,I605,Building a Culture of Design Thinking (I605),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Service Commission,Québec_NCR,2020-09-18 0:00,I607,Exploring Customer Journey Mapping (I607),Online - Self-paced,English/Anglais,0,Cancelled,N/a,Unknown
Public Service Commission,Québec_NCR,2020-09-18 0:00,I634,Cultivating Cross-functional Team Collaboration (I634),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Public Service Commission,Québec_NCR,2020-10-14 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Elizabeth McKeown
Royal Canadian Mounted Police (force members and civilian members),Ontario_NCR,2020-10-05 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Unknown
Royal Canadian Mounted Police (public servants),British Columbia,2020-10-13 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Jean-Marc Dupont
Royal Canadian Mounted Police (public servants),British Columbia,2021-01-12 0:00,I602,Digital in Practice (I602),Virtual Classroom,English/Anglais,0,Confirmed,Open - Normal,Elizabeth McKeown
Royal Canadian Mounted Police (public servants),Manitoba,2020-08-17 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Royal Canadian Mounted Police (public servants),Manitoba,2020-09-16 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Royal Canadian Mounted Police (public servants),Manitoba,2020-09-17 0:00,I615,Applying Virtual Assistant Technology (I615),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Royal Canadian Mounted Police (public servants),Nova Scotia,2020-08-17 0:00,I610,Achieving Customer-centric Design with User Personas (I610),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Royal Canadian Mounted Police (public servants),Nova Scotia,2020-08-19 0:00,I610,Achieving Customer-centric Design with User Personas (I610),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Royal Canadian Mounted Police (public servants),Ontario_NCR,2020-08-27 0:00,I500,Discover Digital for Executives (I500),Virtual Classroom,English/Anglais,0,Cancelled,Delivered - Normal,"Elizabeth McKeown, Jean-Marc Dupont"
Royal Canadian Mounted Police (public servants),Ontario_NCR,2020-09-13 0:00,I623,Embracing the Cloud for Business Efficiency (I623),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Royal Canadian Mounted Police (public servants),Ontario_NCR,2020-09-16 0:00,I631,Achieving Digital Dexterity (I631),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Royal Canadian Mounted Police (public servants),Ontario_NCR,2020-09-18 0:00,I607,Exploring Customer Journey Mapping (I607),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Royal Canadian Mounted Police (public servants),Ontario_NCR,2020-09-22 0:00,I633,Agile Project Scheduling and Monitoring (I633),Online - Self-paced,English/Anglais,0,Cancelled,N/a,Unknown
Royal Canadian Mounted Police (public servants),Ontario_NCR,2020-09-23 0:00,I502,Best Practices for Digital Transformation (I502),Online - Self-paced,English/Anglais,0,Confirmed,N/a,Unknown
Royal Canadian Mounted Police (public servants),Ontario_NCR,2020-10-05 0:00,I621,Getting Started with Cloud Computing (I621),Virtual Classroom,French/Français,0,Confirmed,Open - Normal,Unknown
